"DATEKEY","DATEVALUE","CYEAR","CQTR","CMONTH","DAYNO","STARTOFMONTH","ENDOFMONTH","MONTHNAME","DAYOFWEEKNAME"
20140604,2014-06-04,2014,2,6,4,2014-06-01,2014-06-30,"JUNE     ","WED"
20140605,2014-06-05,2014,2,6,5,2014-06-01,2014-06-30,"JUNE     ","THU"
20140606,2014-06-06,2014,2,6,6,2014-06-01,2014-06-30,"JUNE     ","FRI"
20140607,2014-06-07,2014,2,6,7,2014-06-01,2014-06-30,"JUNE     ","SAT"
20140608,2014-06-08,2014,2,6,8,2014-06-01,2014-06-30,"JUNE     ","SUN"
20140609,2014-06-09,2014,2,6,9,2014-06-01,2014-06-30,"JUNE     ","MON"
20140610,2014-06-10,2014,2,6,10,2014-06-01,2014-06-30,"JUNE     ","TUE"
20140611,2014-06-11,2014,2,6,11,2014-06-01,2014-06-30,"JUNE     ","WED"
20140612,2014-06-12,2014,2,6,12,2014-06-01,2014-06-30,"JUNE     ","THU"
20140613,2014-06-13,2014,2,6,13,2014-06-01,2014-06-30,"JUNE     ","FRI"
20140614,2014-06-14,2014,2,6,14,2014-06-01,2014-06-30,"JUNE     ","SAT"
20140615,2014-06-15,2014,2,6,15,2014-06-01,2014-06-30,"JUNE     ","SUN"
20140616,2014-06-16,2014,2,6,16,2014-06-01,2014-06-30,"JUNE     ","MON"
20140617,2014-06-17,2014,2,6,17,2014-06-01,2014-06-30,"JUNE     ","TUE"
20140618,2014-06-18,2014,2,6,18,2014-06-01,2014-06-30,"JUNE     ","WED"
20140619,2014-06-19,2014,2,6,19,2014-06-01,2014-06-30,"JUNE     ","THU"
20140620,2014-06-20,2014,2,6,20,2014-06-01,2014-06-30,"JUNE     ","FRI"
20140621,2014-06-21,2014,2,6,21,2014-06-01,2014-06-30,"JUNE     ","SAT"
20140622,2014-06-22,2014,2,6,22,2014-06-01,2014-06-30,"JUNE     ","SUN"
20140623,2014-06-23,2014,2,6,23,2014-06-01,2014-06-30,"JUNE     ","MON"
20140624,2014-06-24,2014,2,6,24,2014-06-01,2014-06-30,"JUNE     ","TUE"
20140625,2014-06-25,2014,2,6,25,2014-06-01,2014-06-30,"JUNE     ","WED"
20140626,2014-06-26,2014,2,6,26,2014-06-01,2014-06-30,"JUNE     ","THU"
20140627,2014-06-27,2014,2,6,27,2014-06-01,2014-06-30,"JUNE     ","FRI"
20140628,2014-06-28,2014,2,6,28,2014-06-01,2014-06-30,"JUNE     ","SAT"
20140629,2014-06-29,2014,2,6,29,2014-06-01,2014-06-30,"JUNE     ","SUN"
20140630,2014-06-30,2014,2,6,30,2014-06-01,2014-06-30,"JUNE     ","MON"
20140701,2014-07-01,2014,3,7,1,2014-07-01,2014-07-31,"JULY     ","TUE"
20140702,2014-07-02,2014,3,7,2,2014-07-01,2014-07-31,"JULY     ","WED"
20140703,2014-07-03,2014,3,7,3,2014-07-01,2014-07-31,"JULY     ","THU"
20140704,2014-07-04,2014,3,7,4,2014-07-01,2014-07-31,"JULY     ","FRI"
20140705,2014-07-05,2014,3,7,5,2014-07-01,2014-07-31,"JULY     ","SAT"
20140706,2014-07-06,2014,3,7,6,2014-07-01,2014-07-31,"JULY     ","SUN"
20140707,2014-07-07,2014,3,7,7,2014-07-01,2014-07-31,"JULY     ","MON"
20140708,2014-07-08,2014,3,7,8,2014-07-01,2014-07-31,"JULY     ","TUE"
20140709,2014-07-09,2014,3,7,9,2014-07-01,2014-07-31,"JULY     ","WED"
20140710,2014-07-10,2014,3,7,10,2014-07-01,2014-07-31,"JULY     ","THU"
20140711,2014-07-11,2014,3,7,11,2014-07-01,2014-07-31,"JULY     ","FRI"
20140712,2014-07-12,2014,3,7,12,2014-07-01,2014-07-31,"JULY     ","SAT"
20140713,2014-07-13,2014,3,7,13,2014-07-01,2014-07-31,"JULY     ","SUN"
20140714,2014-07-14,2014,3,7,14,2014-07-01,2014-07-31,"JULY     ","MON"
20140715,2014-07-15,2014,3,7,15,2014-07-01,2014-07-31,"JULY     ","TUE"
20140716,2014-07-16,2014,3,7,16,2014-07-01,2014-07-31,"JULY     ","WED"
20140717,2014-07-17,2014,3,7,17,2014-07-01,2014-07-31,"JULY     ","THU"
20140718,2014-07-18,2014,3,7,18,2014-07-01,2014-07-31,"JULY     ","FRI"
20140719,2014-07-19,2014,3,7,19,2014-07-01,2014-07-31,"JULY     ","SAT"
20140720,2014-07-20,2014,3,7,20,2014-07-01,2014-07-31,"JULY     ","SUN"
20140721,2014-07-21,2014,3,7,21,2014-07-01,2014-07-31,"JULY     ","MON"
20140722,2014-07-22,2014,3,7,22,2014-07-01,2014-07-31,"JULY     ","TUE"
20140723,2014-07-23,2014,3,7,23,2014-07-01,2014-07-31,"JULY     ","WED"
20140724,2014-07-24,2014,3,7,24,2014-07-01,2014-07-31,"JULY     ","THU"
20140725,2014-07-25,2014,3,7,25,2014-07-01,2014-07-31,"JULY     ","FRI"
20140726,2014-07-26,2014,3,7,26,2014-07-01,2014-07-31,"JULY     ","SAT"
20140727,2014-07-27,2014,3,7,27,2014-07-01,2014-07-31,"JULY     ","SUN"
20140728,2014-07-28,2014,3,7,28,2014-07-01,2014-07-31,"JULY     ","MON"
20140729,2014-07-29,2014,3,7,29,2014-07-01,2014-07-31,"JULY     ","TUE"
20140730,2014-07-30,2014,3,7,30,2014-07-01,2014-07-31,"JULY     ","WED"
20140731,2014-07-31,2014,3,7,31,2014-07-01,2014-07-31,"JULY     ","THU"
20140801,2014-08-01,2014,3,8,1,2014-08-01,2014-08-31,"AUGUST   ","FRI"
20140802,2014-08-02,2014,3,8,2,2014-08-01,2014-08-31,"AUGUST   ","SAT"
20140803,2014-08-03,2014,3,8,3,2014-08-01,2014-08-31,"AUGUST   ","SUN"
20140804,2014-08-04,2014,3,8,4,2014-08-01,2014-08-31,"AUGUST   ","MON"
20140805,2014-08-05,2014,3,8,5,2014-08-01,2014-08-31,"AUGUST   ","TUE"
20140806,2014-08-06,2014,3,8,6,2014-08-01,2014-08-31,"AUGUST   ","WED"
20140807,2014-08-07,2014,3,8,7,2014-08-01,2014-08-31,"AUGUST   ","THU"
20140808,2014-08-08,2014,3,8,8,2014-08-01,2014-08-31,"AUGUST   ","FRI"
20130101,2013-01-01,2013,1,1,1,2013-01-01,2013-01-31,"JANUARY  ","TUE"
20130102,2013-01-02,2013,1,1,2,2013-01-01,2013-01-31,"JANUARY  ","WED"
20130103,2013-01-03,2013,1,1,3,2013-01-01,2013-01-31,"JANUARY  ","THU"
20130104,2013-01-04,2013,1,1,4,2013-01-01,2013-01-31,"JANUARY  ","FRI"
20130105,2013-01-05,2013,1,1,5,2013-01-01,2013-01-31,"JANUARY  ","SAT"
20130106,2013-01-06,2013,1,1,6,2013-01-01,2013-01-31,"JANUARY  ","SUN"
20130107,2013-01-07,2013,1,1,7,2013-01-01,2013-01-31,"JANUARY  ","MON"
20130108,2013-01-08,2013,1,1,8,2013-01-01,2013-01-31,"JANUARY  ","TUE"
20130109,2013-01-09,2013,1,1,9,2013-01-01,2013-01-31,"JANUARY  ","WED"
20130110,2013-01-10,2013,1,1,10,2013-01-01,2013-01-31,"JANUARY  ","THU"
20130111,2013-01-11,2013,1,1,11,2013-01-01,2013-01-31,"JANUARY  ","FRI"
20130112,2013-01-12,2013,1,1,12,2013-01-01,2013-01-31,"JANUARY  ","SAT"
20130113,2013-01-13,2013,1,1,13,2013-01-01,2013-01-31,"JANUARY  ","SUN"
20130114,2013-01-14,2013,1,1,14,2013-01-01,2013-01-31,"JANUARY  ","MON"
20130115,2013-01-15,2013,1,1,15,2013-01-01,2013-01-31,"JANUARY  ","TUE"
20130116,2013-01-16,2013,1,1,16,2013-01-01,2013-01-31,"JANUARY  ","WED"
20130117,2013-01-17,2013,1,1,17,2013-01-01,2013-01-31,"JANUARY  ","THU"
20130118,2013-01-18,2013,1,1,18,2013-01-01,2013-01-31,"JANUARY  ","FRI"
20130119,2013-01-19,2013,1,1,19,2013-01-01,2013-01-31,"JANUARY  ","SAT"
20130120,2013-01-20,2013,1,1,20,2013-01-01,2013-01-31,"JANUARY  ","SUN"
20130121,2013-01-21,2013,1,1,21,2013-01-01,2013-01-31,"JANUARY  ","MON"
20130122,2013-01-22,2013,1,1,22,2013-01-01,2013-01-31,"JANUARY  ","TUE"
20130123,2013-01-23,2013,1,1,23,2013-01-01,2013-01-31,"JANUARY  ","WED"
20130124,2013-01-24,2013,1,1,24,2013-01-01,2013-01-31,"JANUARY  ","THU"
20130125,2013-01-25,2013,1,1,25,2013-01-01,2013-01-31,"JANUARY  ","FRI"
20130126,2013-01-26,2013,1,1,26,2013-01-01,2013-01-31,"JANUARY  ","SAT"
20130127,2013-01-27,2013,1,1,27,2013-01-01,2013-01-31,"JANUARY  ","SUN"
20130128,2013-01-28,2013,1,1,28,2013-01-01,2013-01-31,"JANUARY  ","MON"
20130129,2013-01-29,2013,1,1,29,2013-01-01,2013-01-31,"JANUARY  ","TUE"
20130130,2013-01-30,2013,1,1,30,2013-01-01,2013-01-31,"JANUARY  ","WED"
20130131,2013-01-31,2013,1,1,31,2013-01-01,2013-01-31,"JANUARY  ","THU"
20130201,2013-02-01,2013,1,2,1,2013-02-01,2013-02-28,"FEBRUARY ","FRI"
20130202,2013-02-02,2013,1,2,2,2013-02-01,2013-02-28,"FEBRUARY ","SAT"
20130203,2013-02-03,2013,1,2,3,2013-02-01,2013-02-28,"FEBRUARY ","SUN"
20130204,2013-02-04,2013,1,2,4,2013-02-01,2013-02-28,"FEBRUARY ","MON"
20130205,2013-02-05,2013,1,2,5,2013-02-01,2013-02-28,"FEBRUARY ","TUE"
20130206,2013-02-06,2013,1,2,6,2013-02-01,2013-02-28,"FEBRUARY ","WED"
20130207,2013-02-07,2013,1,2,7,2013-02-01,2013-02-28,"FEBRUARY ","THU"
20130208,2013-02-08,2013,1,2,8,2013-02-01,2013-02-28,"FEBRUARY ","FRI"
20130209,2013-02-09,2013,1,2,9,2013-02-01,2013-02-28,"FEBRUARY ","SAT"
20130210,2013-02-10,2013,1,2,10,2013-02-01,2013-02-28,"FEBRUARY ","SUN"
20130211,2013-02-11,2013,1,2,11,2013-02-01,2013-02-28,"FEBRUARY ","MON"
20130212,2013-02-12,2013,1,2,12,2013-02-01,2013-02-28,"FEBRUARY ","TUE"
20130213,2013-02-13,2013,1,2,13,2013-02-01,2013-02-28,"FEBRUARY ","WED"
20130214,2013-02-14,2013,1,2,14,2013-02-01,2013-02-28,"FEBRUARY ","THU"
20130215,2013-02-15,2013,1,2,15,2013-02-01,2013-02-28,"FEBRUARY ","FRI"
20130216,2013-02-16,2013,1,2,16,2013-02-01,2013-02-28,"FEBRUARY ","SAT"
20130217,2013-02-17,2013,1,2,17,2013-02-01,2013-02-28,"FEBRUARY ","SUN"
20130218,2013-02-18,2013,1,2,18,2013-02-01,2013-02-28,"FEBRUARY ","MON"
20130219,2013-02-19,2013,1,2,19,2013-02-01,2013-02-28,"FEBRUARY ","TUE"
20130220,2013-02-20,2013,1,2,20,2013-02-01,2013-02-28,"FEBRUARY ","WED"
20130221,2013-02-21,2013,1,2,21,2013-02-01,2013-02-28,"FEBRUARY ","THU"
20130222,2013-02-22,2013,1,2,22,2013-02-01,2013-02-28,"FEBRUARY ","FRI"
20130223,2013-02-23,2013,1,2,23,2013-02-01,2013-02-28,"FEBRUARY ","SAT"
20130224,2013-02-24,2013,1,2,24,2013-02-01,2013-02-28,"FEBRUARY ","SUN"
20130225,2013-02-25,2013,1,2,25,2013-02-01,2013-02-28,"FEBRUARY ","MON"
20130226,2013-02-26,2013,1,2,26,2013-02-01,2013-02-28,"FEBRUARY ","TUE"
20130227,2013-02-27,2013,1,2,27,2013-02-01,2013-02-28,"FEBRUARY ","WED"
20130228,2013-02-28,2013,1,2,28,2013-02-01,2013-02-28,"FEBRUARY ","THU"
20130301,2013-03-01,2013,1,3,1,2013-03-01,2013-03-31,"MARCH    ","FRI"
20130302,2013-03-02,2013,1,3,2,2013-03-01,2013-03-31,"MARCH    ","SAT"
20130303,2013-03-03,2013,1,3,3,2013-03-01,2013-03-31,"MARCH    ","SUN"
20130304,2013-03-04,2013,1,3,4,2013-03-01,2013-03-31,"MARCH    ","MON"
20130305,2013-03-05,2013,1,3,5,2013-03-01,2013-03-31,"MARCH    ","TUE"
20130306,2013-03-06,2013,1,3,6,2013-03-01,2013-03-31,"MARCH    ","WED"
20130307,2013-03-07,2013,1,3,7,2013-03-01,2013-03-31,"MARCH    ","THU"
20130308,2013-03-08,2013,1,3,8,2013-03-01,2013-03-31,"MARCH    ","FRI"
20130309,2013-03-09,2013,1,3,9,2013-03-01,2013-03-31,"MARCH    ","SAT"
20130310,2013-03-10,2013,1,3,10,2013-03-01,2013-03-31,"MARCH    ","SUN"
20130311,2013-03-11,2013,1,3,11,2013-03-01,2013-03-31,"MARCH    ","MON"
20130312,2013-03-12,2013,1,3,12,2013-03-01,2013-03-31,"MARCH    ","TUE"
20130313,2013-03-13,2013,1,3,13,2013-03-01,2013-03-31,"MARCH    ","WED"
20130314,2013-03-14,2013,1,3,14,2013-03-01,2013-03-31,"MARCH    ","THU"
20130315,2013-03-15,2013,1,3,15,2013-03-01,2013-03-31,"MARCH    ","FRI"
20130316,2013-03-16,2013,1,3,16,2013-03-01,2013-03-31,"MARCH    ","SAT"
20130317,2013-03-17,2013,1,3,17,2013-03-01,2013-03-31,"MARCH    ","SUN"
20130318,2013-03-18,2013,1,3,18,2013-03-01,2013-03-31,"MARCH    ","MON"
20130319,2013-03-19,2013,1,3,19,2013-03-01,2013-03-31,"MARCH    ","TUE"
20130320,2013-03-20,2013,1,3,20,2013-03-01,2013-03-31,"MARCH    ","WED"
20130321,2013-03-21,2013,1,3,21,2013-03-01,2013-03-31,"MARCH    ","THU"
20130322,2013-03-22,2013,1,3,22,2013-03-01,2013-03-31,"MARCH    ","FRI"
20130323,2013-03-23,2013,1,3,23,2013-03-01,2013-03-31,"MARCH    ","SAT"
20130324,2013-03-24,2013,1,3,24,2013-03-01,2013-03-31,"MARCH    ","SUN"
20130325,2013-03-25,2013,1,3,25,2013-03-01,2013-03-31,"MARCH    ","MON"
20130326,2013-03-26,2013,1,3,26,2013-03-01,2013-03-31,"MARCH    ","TUE"
20130327,2013-03-27,2013,1,3,27,2013-03-01,2013-03-31,"MARCH    ","WED"
20130328,2013-03-28,2013,1,3,28,2013-03-01,2013-03-31,"MARCH    ","THU"
20130329,2013-03-29,2013,1,3,29,2013-03-01,2013-03-31,"MARCH    ","FRI"
20130330,2013-03-30,2013,1,3,30,2013-03-01,2013-03-31,"MARCH    ","SAT"
20130331,2013-03-31,2013,1,3,31,2013-03-01,2013-03-31,"MARCH    ","SUN"
20130401,2013-04-01,2013,2,4,1,2013-04-01,2013-04-30,"APRIL    ","MON"
20130402,2013-04-02,2013,2,4,2,2013-04-01,2013-04-30,"APRIL    ","TUE"
20130403,2013-04-03,2013,2,4,3,2013-04-01,2013-04-30,"APRIL    ","WED"
20130404,2013-04-04,2013,2,4,4,2013-04-01,2013-04-30,"APRIL    ","THU"
20130405,2013-04-05,2013,2,4,5,2013-04-01,2013-04-30,"APRIL    ","FRI"
20130406,2013-04-06,2013,2,4,6,2013-04-01,2013-04-30,"APRIL    ","SAT"
20130407,2013-04-07,2013,2,4,7,2013-04-01,2013-04-30,"APRIL    ","SUN"
20130408,2013-04-08,2013,2,4,8,2013-04-01,2013-04-30,"APRIL    ","MON"
20130409,2013-04-09,2013,2,4,9,2013-04-01,2013-04-30,"APRIL    ","TUE"
20130410,2013-04-10,2013,2,4,10,2013-04-01,2013-04-30,"APRIL    ","WED"
20130411,2013-04-11,2013,2,4,11,2013-04-01,2013-04-30,"APRIL    ","THU"
20130412,2013-04-12,2013,2,4,12,2013-04-01,2013-04-30,"APRIL    ","FRI"
20130413,2013-04-13,2013,2,4,13,2013-04-01,2013-04-30,"APRIL    ","SAT"
20130414,2013-04-14,2013,2,4,14,2013-04-01,2013-04-30,"APRIL    ","SUN"
20130415,2013-04-15,2013,2,4,15,2013-04-01,2013-04-30,"APRIL    ","MON"
20130416,2013-04-16,2013,2,4,16,2013-04-01,2013-04-30,"APRIL    ","TUE"
20130417,2013-04-17,2013,2,4,17,2013-04-01,2013-04-30,"APRIL    ","WED"
20130418,2013-04-18,2013,2,4,18,2013-04-01,2013-04-30,"APRIL    ","THU"
20130419,2013-04-19,2013,2,4,19,2013-04-01,2013-04-30,"APRIL    ","FRI"
20130420,2013-04-20,2013,2,4,20,2013-04-01,2013-04-30,"APRIL    ","SAT"
20130421,2013-04-21,2013,2,4,21,2013-04-01,2013-04-30,"APRIL    ","SUN"
20130422,2013-04-22,2013,2,4,22,2013-04-01,2013-04-30,"APRIL    ","MON"
20130423,2013-04-23,2013,2,4,23,2013-04-01,2013-04-30,"APRIL    ","TUE"
20130424,2013-04-24,2013,2,4,24,2013-04-01,2013-04-30,"APRIL    ","WED"
20130425,2013-04-25,2013,2,4,25,2013-04-01,2013-04-30,"APRIL    ","THU"
20130426,2013-04-26,2013,2,4,26,2013-04-01,2013-04-30,"APRIL    ","FRI"
20130427,2013-04-27,2013,2,4,27,2013-04-01,2013-04-30,"APRIL    ","SAT"
20130428,2013-04-28,2013,2,4,28,2013-04-01,2013-04-30,"APRIL    ","SUN"
20130429,2013-04-29,2013,2,4,29,2013-04-01,2013-04-30,"APRIL    ","MON"
20130430,2013-04-30,2013,2,4,30,2013-04-01,2013-04-30,"APRIL    ","TUE"
20130501,2013-05-01,2013,2,5,1,2013-05-01,2013-05-31,"MAY      ","WED"
20130502,2013-05-02,2013,2,5,2,2013-05-01,2013-05-31,"MAY      ","THU"
20130503,2013-05-03,2013,2,5,3,2013-05-01,2013-05-31,"MAY      ","FRI"
20130504,2013-05-04,2013,2,5,4,2013-05-01,2013-05-31,"MAY      ","SAT"
20130505,2013-05-05,2013,2,5,5,2013-05-01,2013-05-31,"MAY      ","SUN"
20130506,2013-05-06,2013,2,5,6,2013-05-01,2013-05-31,"MAY      ","MON"
20130507,2013-05-07,2013,2,5,7,2013-05-01,2013-05-31,"MAY      ","TUE"
20130508,2013-05-08,2013,2,5,8,2013-05-01,2013-05-31,"MAY      ","WED"
20130509,2013-05-09,2013,2,5,9,2013-05-01,2013-05-31,"MAY      ","THU"
20130510,2013-05-10,2013,2,5,10,2013-05-01,2013-05-31,"MAY      ","FRI"
20130511,2013-05-11,2013,2,5,11,2013-05-01,2013-05-31,"MAY      ","SAT"
20130512,2013-05-12,2013,2,5,12,2013-05-01,2013-05-31,"MAY      ","SUN"
20130513,2013-05-13,2013,2,5,13,2013-05-01,2013-05-31,"MAY      ","MON"
20130514,2013-05-14,2013,2,5,14,2013-05-01,2013-05-31,"MAY      ","TUE"
20130515,2013-05-15,2013,2,5,15,2013-05-01,2013-05-31,"MAY      ","WED"
20130516,2013-05-16,2013,2,5,16,2013-05-01,2013-05-31,"MAY      ","THU"
20130517,2013-05-17,2013,2,5,17,2013-05-01,2013-05-31,"MAY      ","FRI"
20130518,2013-05-18,2013,2,5,18,2013-05-01,2013-05-31,"MAY      ","SAT"
20130519,2013-05-19,2013,2,5,19,2013-05-01,2013-05-31,"MAY      ","SUN"
20130520,2013-05-20,2013,2,5,20,2013-05-01,2013-05-31,"MAY      ","MON"
20130521,2013-05-21,2013,2,5,21,2013-05-01,2013-05-31,"MAY      ","TUE"
20130522,2013-05-22,2013,2,5,22,2013-05-01,2013-05-31,"MAY      ","WED"
20130523,2013-05-23,2013,2,5,23,2013-05-01,2013-05-31,"MAY      ","THU"
20130524,2013-05-24,2013,2,5,24,2013-05-01,2013-05-31,"MAY      ","FRI"
20130525,2013-05-25,2013,2,5,25,2013-05-01,2013-05-31,"MAY      ","SAT"
20130526,2013-05-26,2013,2,5,26,2013-05-01,2013-05-31,"MAY      ","SUN"
20130527,2013-05-27,2013,2,5,27,2013-05-01,2013-05-31,"MAY      ","MON"
20130528,2013-05-28,2013,2,5,28,2013-05-01,2013-05-31,"MAY      ","TUE"
20130529,2013-05-29,2013,2,5,29,2013-05-01,2013-05-31,"MAY      ","WED"
20130530,2013-05-30,2013,2,5,30,2013-05-01,2013-05-31,"MAY      ","THU"
20130531,2013-05-31,2013,2,5,31,2013-05-01,2013-05-31,"MAY      ","FRI"
20130601,2013-06-01,2013,2,6,1,2013-06-01,2013-06-30,"JUNE     ","SAT"
20130602,2013-06-02,2013,2,6,2,2013-06-01,2013-06-30,"JUNE     ","SUN"
20130603,2013-06-03,2013,2,6,3,2013-06-01,2013-06-30,"JUNE     ","MON"
20130604,2013-06-04,2013,2,6,4,2013-06-01,2013-06-30,"JUNE     ","TUE"
20130605,2013-06-05,2013,2,6,5,2013-06-01,2013-06-30,"JUNE     ","WED"
20130606,2013-06-06,2013,2,6,6,2013-06-01,2013-06-30,"JUNE     ","THU"
20130607,2013-06-07,2013,2,6,7,2013-06-01,2013-06-30,"JUNE     ","FRI"
20130608,2013-06-08,2013,2,6,8,2013-06-01,2013-06-30,"JUNE     ","SAT"
20130609,2013-06-09,2013,2,6,9,2013-06-01,2013-06-30,"JUNE     ","SUN"
20130610,2013-06-10,2013,2,6,10,2013-06-01,2013-06-30,"JUNE     ","MON"
20130611,2013-06-11,2013,2,6,11,2013-06-01,2013-06-30,"JUNE     ","TUE"
20130612,2013-06-12,2013,2,6,12,2013-06-01,2013-06-30,"JUNE     ","WED"
20130613,2013-06-13,2013,2,6,13,2013-06-01,2013-06-30,"JUNE     ","THU"
20130614,2013-06-14,2013,2,6,14,2013-06-01,2013-06-30,"JUNE     ","FRI"
20130615,2013-06-15,2013,2,6,15,2013-06-01,2013-06-30,"JUNE     ","SAT"
20130616,2013-06-16,2013,2,6,16,2013-06-01,2013-06-30,"JUNE     ","SUN"
20130617,2013-06-17,2013,2,6,17,2013-06-01,2013-06-30,"JUNE     ","MON"
20130618,2013-06-18,2013,2,6,18,2013-06-01,2013-06-30,"JUNE     ","TUE"
20130619,2013-06-19,2013,2,6,19,2013-06-01,2013-06-30,"JUNE     ","WED"
20130620,2013-06-20,2013,2,6,20,2013-06-01,2013-06-30,"JUNE     ","THU"
20130621,2013-06-21,2013,2,6,21,2013-06-01,2013-06-30,"JUNE     ","FRI"
20130622,2013-06-22,2013,2,6,22,2013-06-01,2013-06-30,"JUNE     ","SAT"
20130623,2013-06-23,2013,2,6,23,2013-06-01,2013-06-30,"JUNE     ","SUN"
20130624,2013-06-24,2013,2,6,24,2013-06-01,2013-06-30,"JUNE     ","MON"
20130625,2013-06-25,2013,2,6,25,2013-06-01,2013-06-30,"JUNE     ","TUE"
20130626,2013-06-26,2013,2,6,26,2013-06-01,2013-06-30,"JUNE     ","WED"
20130627,2013-06-27,2013,2,6,27,2013-06-01,2013-06-30,"JUNE     ","THU"
20130628,2013-06-28,2013,2,6,28,2013-06-01,2013-06-30,"JUNE     ","FRI"
20130629,2013-06-29,2013,2,6,29,2013-06-01,2013-06-30,"JUNE     ","SAT"
20130630,2013-06-30,2013,2,6,30,2013-06-01,2013-06-30,"JUNE     ","SUN"
20130701,2013-07-01,2013,3,7,1,2013-07-01,2013-07-31,"JULY     ","MON"
20130702,2013-07-02,2013,3,7,2,2013-07-01,2013-07-31,"JULY     ","TUE"
20130703,2013-07-03,2013,3,7,3,2013-07-01,2013-07-31,"JULY     ","WED"
20130704,2013-07-04,2013,3,7,4,2013-07-01,2013-07-31,"JULY     ","THU"
20130705,2013-07-05,2013,3,7,5,2013-07-01,2013-07-31,"JULY     ","FRI"
20130706,2013-07-06,2013,3,7,6,2013-07-01,2013-07-31,"JULY     ","SAT"
20130707,2013-07-07,2013,3,7,7,2013-07-01,2013-07-31,"JULY     ","SUN"
20130708,2013-07-08,2013,3,7,8,2013-07-01,2013-07-31,"JULY     ","MON"
20130709,2013-07-09,2013,3,7,9,2013-07-01,2013-07-31,"JULY     ","TUE"
20130710,2013-07-10,2013,3,7,10,2013-07-01,2013-07-31,"JULY     ","WED"
20130711,2013-07-11,2013,3,7,11,2013-07-01,2013-07-31,"JULY     ","THU"
20130712,2013-07-12,2013,3,7,12,2013-07-01,2013-07-31,"JULY     ","FRI"
20130713,2013-07-13,2013,3,7,13,2013-07-01,2013-07-31,"JULY     ","SAT"
20130714,2013-07-14,2013,3,7,14,2013-07-01,2013-07-31,"JULY     ","SUN"
20130715,2013-07-15,2013,3,7,15,2013-07-01,2013-07-31,"JULY     ","MON"
20130716,2013-07-16,2013,3,7,16,2013-07-01,2013-07-31,"JULY     ","TUE"
20130717,2013-07-17,2013,3,7,17,2013-07-01,2013-07-31,"JULY     ","WED"
20130718,2013-07-18,2013,3,7,18,2013-07-01,2013-07-31,"JULY     ","THU"
20130719,2013-07-19,2013,3,7,19,2013-07-01,2013-07-31,"JULY     ","FRI"
20130720,2013-07-20,2013,3,7,20,2013-07-01,2013-07-31,"JULY     ","SAT"
20130721,2013-07-21,2013,3,7,21,2013-07-01,2013-07-31,"JULY     ","SUN"
20130722,2013-07-22,2013,3,7,22,2013-07-01,2013-07-31,"JULY     ","MON"
20130723,2013-07-23,2013,3,7,23,2013-07-01,2013-07-31,"JULY     ","TUE"
20130724,2013-07-24,2013,3,7,24,2013-07-01,2013-07-31,"JULY     ","WED"
20130725,2013-07-25,2013,3,7,25,2013-07-01,2013-07-31,"JULY     ","THU"
20130726,2013-07-26,2013,3,7,26,2013-07-01,2013-07-31,"JULY     ","FRI"
20130727,2013-07-27,2013,3,7,27,2013-07-01,2013-07-31,"JULY     ","SAT"
20130728,2013-07-28,2013,3,7,28,2013-07-01,2013-07-31,"JULY     ","SUN"
20130729,2013-07-29,2013,3,7,29,2013-07-01,2013-07-31,"JULY     ","MON"
20130730,2013-07-30,2013,3,7,30,2013-07-01,2013-07-31,"JULY     ","TUE"
20130731,2013-07-31,2013,3,7,31,2013-07-01,2013-07-31,"JULY     ","WED"
20130801,2013-08-01,2013,3,8,1,2013-08-01,2013-08-31,"AUGUST   ","THU"
20130802,2013-08-02,2013,3,8,2,2013-08-01,2013-08-31,"AUGUST   ","FRI"
20130803,2013-08-03,2013,3,8,3,2013-08-01,2013-08-31,"AUGUST   ","SAT"
20130804,2013-08-04,2013,3,8,4,2013-08-01,2013-08-31,"AUGUST   ","SUN"
20130805,2013-08-05,2013,3,8,5,2013-08-01,2013-08-31,"AUGUST   ","MON"
20130806,2013-08-06,2013,3,8,6,2013-08-01,2013-08-31,"AUGUST   ","TUE"
20130807,2013-08-07,2013,3,8,7,2013-08-01,2013-08-31,"AUGUST   ","WED"
20130808,2013-08-08,2013,3,8,8,2013-08-01,2013-08-31,"AUGUST   ","THU"
20130809,2013-08-09,2013,3,8,9,2013-08-01,2013-08-31,"AUGUST   ","FRI"
20130810,2013-08-10,2013,3,8,10,2013-08-01,2013-08-31,"AUGUST   ","SAT"
20130811,2013-08-11,2013,3,8,11,2013-08-01,2013-08-31,"AUGUST   ","SUN"
20130812,2013-08-12,2013,3,8,12,2013-08-01,2013-08-31,"AUGUST   ","MON"
20130813,2013-08-13,2013,3,8,13,2013-08-01,2013-08-31,"AUGUST   ","TUE"
20130814,2013-08-14,2013,3,8,14,2013-08-01,2013-08-31,"AUGUST   ","WED"
20130815,2013-08-15,2013,3,8,15,2013-08-01,2013-08-31,"AUGUST   ","THU"
20130816,2013-08-16,2013,3,8,16,2013-08-01,2013-08-31,"AUGUST   ","FRI"
20130817,2013-08-17,2013,3,8,17,2013-08-01,2013-08-31,"AUGUST   ","SAT"
20130818,2013-08-18,2013,3,8,18,2013-08-01,2013-08-31,"AUGUST   ","SUN"
20130819,2013-08-19,2013,3,8,19,2013-08-01,2013-08-31,"AUGUST   ","MON"
20130820,2013-08-20,2013,3,8,20,2013-08-01,2013-08-31,"AUGUST   ","TUE"
